Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
28-02-2021,2600,General Surgery,Child,0-15, 0-3 Months,13
28-02-2021,2600,General Surgery,Child,0-15, 3-6 Months,11
28-02-2021,5000,General Medicine,Adult,16-64, 3-6 Months,175
28-02-2021,5000,General Medicine,Adult,16-64, 6-9 Months,124
28-02-2021,5000,General Medicine,Adult,16-64,12-15 Months,40
28-02-2021,5000,General Medicine,Adult,65+, 9-12 Months,18
28-02-2021,100,Cardiology,Adult,65+, 9-12 Months,28
28-02-2021,300,Dermatology,Adult,16-64, 0-3 Months,528
28-02-2021,300,Dermatology,Adult,16-64,18 Months +,499
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,175
28-02-2021,300,Dermatology,Adult,65+, 6-9 Months,154
28-02-2021,300,Dermatology,Adult,65+,12-15 Months,116
28-02-2021,300,Dermatology,Adult,65+,15-18 Months,77
28-02-2021,300,Dermatology,Child,0-15, 0-3 Months,170
28-02-2021,400,Endocrinology,Adult,16-64,18 Months +,1
28-02-2021,400,Endocrinology,Adult,65+, 0-3 Months,35
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,92
28-02-2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,139
28-02-2021,601,Paediatric ENT,Adult,16-64, 0-3 Months,2
28-02-2021,601,Paediatric ENT,Adult,16-64, 3-6 Months,1
28-02-2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,106
28-02-2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,24
28-02-2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,14
28-02-2021,700,Gastro-Enterology,Adult,65+,12-15 Months,15
28-02-2021,1100,Haematology,Adult,16-64, 3-6 Months,17
28-02-2021,1100,Haematology,Adult,16-64, 6-9 Months,3
28-02-2021,1100,Haematology,Adult,16-64,15-18 Months,1
28-02-2021,1502,Obstetrics,Adult,16-64, 9-12 Months,1
28-02-2021,1600,Oncology,Adult,65+, 0-3 Months,8
28-02-2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,14
28-02-2021,1700,Ophthalmology,Child,0-15, 9-12 Months,4
28-02-2021,1800,Orthopaedics,Child,0-15, 9-12 Months,8
28-02-2021,1900,Paediatrics,Adult,16-64, 0-3 Months,5
28-02-2021,1900,Paediatrics,Child,0-15, 0-3 Months,302
28-02-2021,1900,Paediatrics,Child,0-15, 3-6 Months,304
28-02-2021,1900,Paediatrics,Child,0-15, 6-9 Months,160
28-02-2021,1900,Paediatrics,Child,0-15,12-15 Months,55
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,53
28-02-2021,2300,Nephrology,Adult,16-64, 3-6 Months,4
28-02-2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,100
28-02-2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,78
28-02-2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,54
28-02-2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,40
28-02-2021,2605,Breast Surgery,Adult,16-64, 9-12 Months,265
28-02-2021,2605,Breast Surgery,Child,0-15, 9-12 Months,3
28-02-2021,7800,Urology,Adult,16-64, 0-3 Months,263
28-02-2021,7800,Urology,Adult,16-64, 6-9 Months,160
28-02-2021,7800,Urology,Adult,16-64,15-18 Months,201
28-02-2021,7800,Urology,Adult,65+, 3-6 Months,120
28-02-2021,7800,Urology,Adult,65+,12-15 Months,120
28-02-2021,7800,Urology,Child,0-15, 0-3 Months,11
28-02-2021,7800,Urology,Child,0-15, 3-6 Months,16
28-02-2021,7800,Urology,Child,0-15, 6-9 Months,13
28-02-2021,7800,Urology,Child,0-15,15-18 Months,22
28-02-2021,8003,Pain Relief,Adult,65+, 9-12 Months,15
28-02-2021,8003,Pain Relief,Adult,65+,18 Months +,55
28-02-2021,100,Cardiology,Adult,16-64,18 Months +,178
28-02-2021,100,Cardiology,Adult,65+, 0-3 Months,68
28-02-2021,100,Cardiology,Adult,65+,15-18 Months,22
28-02-2021,400,Endocrinology,Adult,16-64, 6-9 Months,6
28-02-2021,400,Endocrinology,Adult,16-64,15-18 Months,13
28-02-2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,25
28-02-2021,402,Diabetes Mellitus,Adult,16-64,18 Months +,48
28-02-2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,6
28-02-2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,6
28-02-2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,5
28-02-2021,402,Diabetes Mellitus,Adult,65+,15-18 Months,8
28-02-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,4
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,181
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,34
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,9
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,9
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,1
28-02-2021,1503,Gynaecology,Child,0-15, 0-3 Months,2
28-02-2021,1503,Gynaecology,Child,0-15, 3-6 Months,1
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,2
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,71
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,51
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,38
28-02-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,55
28-02-2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,51
28-02-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,7
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,331
28-02-2021,2600,General Surgery,Adult,16-64, 3-6 Months,267
28-02-2021,2600,General Surgery,Adult,16-64,12-15 Months,12
28-02-2021,2600,General Surgery,Adult,65+, 6-9 Months,52
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,15
28-02-2021,2600,General Surgery,Adult,65+,15-18 Months,1
28-02-2021,2600,General Surgery,Child,0-15, 3-6 Months,23
28-02-2021,2600,General Surgery,Child,0-15, 6-9 Months,15
28-02-2021,5000,General Medicine,Adult,16-64, 9-12 Months,16
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,80
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,82
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,45
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,35
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,3
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,15
28-02-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,36
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,35
28-02-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,13
28-02-2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,2
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,216
28-02-2021,2600,General Surgery,Adult,16-64, 6-9 Months,98
28-02-2021,2600,General Surgery,Adult,16-64,15-18 Months,42
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,20
28-02-2021,5000,General Medicine,Adult,65+, 0-3 Months,57
28-02-2021,5000,General Medicine,Adult,65+,18 Months +,31
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,3
28-02-2021,300,Dermatology,Adult,16-64, 9-12 Months,15
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,7
28-02-2021,1300,Neurology,Adult,65+, 3-6 Months,3
28-02-2021,1300,Neurology,Adult,65+, 6-9 Months,1
28-02-2021,1300,Neurology,Adult,65+,12-15 Months,7
28-02-2021,1300,Neurology,Adult,65+,15-18 Months,1
28-02-2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,32
28-02-2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,32
28-02-2021,1800,Orthopaedics,Adult,16-64,12-15 Months,28
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,42
28-02-2021,1800,Orthopaedics,Adult,65+, 9-12 Months,16
28-02-2021,5000,General Medicine,Adult,16-64,18 Months +,48
28-02-2021,5000,General Medicine,Adult,65+, 3-6 Months,68
28-02-2021,5000,General Medicine,Adult,65+, 6-9 Months,60
28-02-2021,5000,General Medicine,Adult,65+,12-15 Months,17
28-02-2021,100,Cardiology,Adult,16-64, 9-12 Months,82
28-02-2021,100,Cardiology,Adult,65+,18 Months +,25
28-02-2021,300,Dermatology,Adult,16-64, 0-3 Months,23
28-02-2021,300,Dermatology,Adult,16-64, 6-9 Months,6
28-02-2021,300,Dermatology,Adult,65+, 3-6 Months,2
28-02-2021,300,Dermatology,Child,0-15, 0-3 Months,78
28-02-2021,300,Dermatology,Child,0-15, 6-9 Months,25
28-02-2021,400,Endocrinology,Adult,16-64, 0-3 Months,101
28-02-2021,400,Endocrinology,Adult,65+, 6-9 Months,17
28-02-2021,400,Endocrinology,Adult,65+,15-18 Months,19
28-02-2021,400,Endocrinology,Child,0-15, 3-6 Months,1
28-02-2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,17
28-02-2021,402,Diabetes Mellitus,Adult,65+,18 Months +,18
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,3
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,1
28-02-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,1
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,24
28-02-2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,34
28-02-2021,2400,Respiratory Medicine,Adult,65+,18 Months +,30
28-02-2021,2600,General Surgery,Adult,16-64, 9-12 Months,4
28-02-2021,2600,General Surgery,Adult,65+, 3-6 Months,25
28-02-2021,2600,General Surgery,Child,0-15, 9-12 Months,22
28-02-2021,2700,Infectious Diseases,Adult,65+, 0-3 Months,1
28-02-2021,5000,General Medicine,Adult,16-64, 0-3 Months,8
28-02-2021,5000,General Medicine,Adult,16-64,12-15 Months,1
28-02-2021,5000,General Medicine,Adult,65+, 6-9 Months,5
28-02-2021,7800,Urology,Adult,16-64, 3-6 Months,163
28-02-2021,7800,Urology,Adult,16-64,12-15 Months,91
28-02-2021,7800,Urology,Adult,16-64,15-18 Months,79
28-02-2021,7800,Urology,Adult,65+, 9-12 Months,30
28-02-2021,100,Cardiology,Adult,65+, 0-3 Months,205
28-02-2021,100,Cardiology,Adult,65+, 6-9 Months,65
28-02-2021,100,Cardiology,Child,0-15, 3-6 Months,1
28-02-2021,300,Dermatology,Adult,16-64, 3-6 Months,379
28-02-2021,300,Dermatology,Adult,16-64,12-15 Months,173
28-02-2021,300,Dermatology,Adult,65+, 9-12 Months,45
28-02-2021,400,Endocrinology,Adult,16-64, 6-9 Months,106
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,632
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,454
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,302
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,270
28-02-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,21
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,14
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,4
28-02-2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,5
28-02-2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,2
28-02-2021,1100,Haematology,Adult,16-64, 9-12 Months,62
28-02-2021,1100,Haematology,Adult,65+, 3-6 Months,120
28-02-2021,1100,Haematology,Adult,65+,12-15 Months,4
28-02-2021,1100,Haematology,Adult,65+,18 Months +,1
28-02-2021,1300,Neurology,Adult,16-64, 9-12 Months,126
28-02-2021,1300,Neurology,Adult,65+,18 Months +,1
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,206
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,70
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,1
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,1
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,18
28-02-2021,1503,Gynaecology,Child,0-15, 3-6 Months,1
28-02-2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,108
28-02-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,67
28-02-2021,1700,Ophthalmology,Adult,65+, 6-9 Months,3
28-02-2021,1700,Ophthalmology,Child,0-15, 0-3 Months,3
28-02-2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,403
28-02-2021,1800,Orthopaedics,Adult,65+, 3-6 Months,196
28-02-2021,1800,Orthopaedics,Adult,65+, 6-9 Months,79
28-02-2021,1800,Orthopaedics,Adult,65+,12-15 Months,24
28-02-2021,1800,Orthopaedics,Adult,65+,15-18 Months,2
28-02-2021,2000,Plastic Surgery,Adult,65+, 9-12 Months,13
28-02-2021,2000,Plastic Surgery,Child,0-15, 9-12 Months,2
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,1
28-02-2021,2100,Psychiatry,Adult,65+, 0-3 Months,1
28-02-2021,2300,Nephrology,Adult,16-64, 9-12 Months,3
28-02-2021,2300,Nephrology,Adult,65+, 0-3 Months,19
28-02-2021,1300,Neurology,Child,0-15, 0-3 Months,1
28-02-2021,1300,Neurology,Child,0-15,18 Months +,1
28-02-2021,1503,Gynaecology,Adult,16-64, 3-6 Months,149
28-02-2021,1503,Gynaecology,Adult,16-64, 6-9 Months,86
28-02-2021,1503,Gynaecology,Adult,16-64,12-15 Months,105
28-02-2021,1503,Gynaecology,Adult,65+,15-18 Months,4
28-02-2021,1503,Gynaecology,Child,0-15,18 Months +,1
28-02-2021,1700,Ophthalmology,Adult,16-64,15-18 Months,164
28-02-2021,1700,Ophthalmology,Adult,16-64,18 Months +,1209
28-02-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,280
28-02-2021,1700,Ophthalmology,Adult,65+, 3-6 Months,303
28-02-2021,1700,Ophthalmology,Child,0-15, 6-9 Months,59
28-02-2021,1902,Paed Cardiology,Child,0-15,15-18 Months,3
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,186
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,153
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 9-12 Months,88
28-02-2021,2003,Maxillo-Facial,Adult,16-64,12-15 Months,163
28-02-2021,2003,Maxillo-Facial,Adult,65+, 6-9 Months,15
28-02-2021,2003,Maxillo-Facial,Child,0-15,15-18 Months,8
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,176
28-02-2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,187
28-02-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,102
28-02-2021,2400,Respiratory Medicine,Child,0-15,18 Months +,5
28-02-2021,2500,Rheumatology,Adult,16-64, 3-6 Months,109
28-02-2021,2500,Rheumatology,Adult,16-64,12-15 Months,94
28-02-2021,2500,Rheumatology,Adult,16-64,18 Months +,608
28-02-2021,2500,Rheumatology,Adult,65+, 0-3 Months,30
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,813
28-02-2021,2600,General Surgery,Adult,16-64,15-18 Months,90
28-02-2021,2600,General Surgery,Adult,16-64,18 Months +,223
28-02-2021,2600,General Surgery,Adult,65+, 3-6 Months,153
28-02-2021,2600,General Surgery,Adult,65+, 6-9 Months,114
28-02-2021,2600,General Surgery,Adult,65+, 9-12 Months,44
28-02-2021,2600,General Surgery,Adult,65+,12-15 Months,43
28-02-2021,2604,Vascular Surgery,Adult,16-64,15-18 Months,110
28-02-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,165
28-02-2021,2604,Vascular Surgery,Adult,65+,12-15 Months,78
28-02-2021,2604,Vascular Surgery,Adult,65+,18 Months +,203
28-02-2021,2604,Vascular Surgery,Child,0-15, 6-9 Months,1
28-02-2021,5000,General Medicine,Adult,16-64, 3-6 Months,16
28-02-2021,5000,General Medicine,Adult,16-64, 6-9 Months,18
28-02-2021,5000,General Medicine,Adult,16-64,12-15 Months,2
28-02-2021,5000,General Medicine,Adult,65+,15-18 Months,2
28-02-2021,7200,Paediatric Surgery,Child,0-15, 0-3 Months,17
28-02-2021,7200,Paediatric Surgery,Child,0-15, 3-6 Months,20
28-02-2021,7200,Paediatric Surgery,Child,0-15, 9-12 Months,1
28-02-2021,7800,Urology,Adult,16-64,18 Months +,548
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,194
28-02-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,142
28-02-2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,132
28-02-2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,161
28-02-2021,700,Gastro-Enterology,Child,0-15, 9-12 Months,1
28-02-2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,1
28-02-2021,1100,Haematology,Adult,16-64, 3-6 Months,43
28-02-2021,1300,Neurology,Adult,16-64, 3-6 Months,410
28-02-2021,1300,Neurology,Adult,16-64,12-15 Months,191
28-02-2021,1300,Neurology,Adult,65+, 9-12 Months,33
28-02-2021,1302,Paediatric Neurology,Adult,16-64, 3-6 Months,1
28-02-2021,1302,Paediatric Neurology,Adult,16-64,12-15 Months,1
28-02-2021,1302,Paediatric Neurology,Adult,16-64,15-18 Months,3
28-02-2021,1302,Paediatric Neurology,Child,0-15, 3-6 Months,71
28-02-2021,1302,Paediatric Neurology,Child,0-15,12-15 Months,55
28-02-2021,1400,Neurosurgery,Adult,16-64, 0-3 Months,426
28-02-2021,1400,Neurosurgery,Adult,16-64, 3-6 Months,374
28-02-2021,1400,Neurosurgery,Adult,16-64, 6-9 Months,338
28-02-2021,1400,Neurosurgery,Adult,16-64,12-15 Months,310
28-02-2021,1400,Neurosurgery,Adult,16-64,15-18 Months,386
28-02-2021,1400,Neurosurgery,Adult,65+, 9-12 Months,53
28-02-2021,1400,Neurosurgery,Child,0-15,15-18 Months,1
28-02-2021,1600,Oncology,Adult,16-64, 0-3 Months,25
28-02-2021,1600,Oncology,Adult,16-64, 3-6 Months,5
28-02-2021,1600,Oncology,Adult,16-64,12-15 Months,4
28-02-2021,1600,Oncology,Adult,65+,15-18 Months,1
28-02-2021,1700,Ophthalmology,Adult,65+, 0-3 Months,307
28-02-2021,1700,Ophthalmology,Adult,65+,15-18 Months,342
28-02-2021,1700,Ophthalmology,Adult,65+,18 Months +,2221
28-02-2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,6
28-02-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,22
28-02-2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
28-02-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1
28-02-2021,1900,Paediatrics,Adult,16-64,12-15 Months,3
28-02-2021,1900,Paediatrics,Child,0-15, 6-9 Months,103
28-02-2021,1900,Paediatrics,Child,0-15,15-18 Months,13
28-02-2021,1902,Paed Cardiology,Adult,16-64, 3-6 Months,5
28-02-2021,1902,Paed Cardiology,Adult,16-64,12-15 Months,3
28-02-2021,1902,Paed Cardiology,Adult,16-64,18 Months +,3
28-02-2021,1902,Paed Cardiology,Child,0-15, 3-6 Months,151
28-02-2021,1902,Paed Cardiology,Child,0-15, 6-9 Months,62
28-02-2021,1902,Paed Cardiology,Child,0-15,12-15 Months,95
28-02-2021,1902,Paed Cardiology,Child,0-15,15-18 Months,116
28-02-2021,1905,Paed Endocrinology,Adult,16-64, 0-3 Months,2
28-02-2021,1905,Paed Endocrinology,Adult,16-64, 6-9 Months,2
28-02-2021,1905,Paed Endocrinology,Adult,16-64,15-18 Months,1
28-02-2021,1905,Paed Endocrinology,Child,0-15, 0-3 Months,76
28-02-2021,1905,Paed Endocrinology,Child,0-15, 3-6 Months,40
28-02-2021,1905,Paed Endocrinology,Child,0-15, 6-9 Months,9
28-02-2021,1905,Paed Endocrinology,Child,0-15,12-15 Months,20
28-02-2021,1905,Paed Endocrinology,Child,0-15,15-18 Months,17
28-02-2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,23
28-02-2021,2300,Nephrology,Adult,65+, 3-6 Months,3
28-02-2021,2300,Nephrology,Child,0-15, 0-3 Months,1
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,147
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,38
28-02-2021,2400,Respiratory Medicine,Child,0-15, 3-6 Months,1
28-02-2021,2500,Rheumatology,Adult,65+, 0-3 Months,50
28-02-2021,2600,General Surgery,Adult,16-64, 0-3 Months,306
28-02-2021,2600,General Surgery,Adult,16-64, 3-6 Months,47
28-02-2021,2600,General Surgery,Adult,65+, 6-9 Months,1
28-02-2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,166
28-02-2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,67
28-02-2021,2604,Vascular Surgery,Adult,65+, 6-9 Months,10
28-02-2021,2605,Breast Surgery,Adult,16-64, 0-3 Months,707
28-02-2021,2605,Breast Surgery,Adult,16-64, 3-6 Months,109
28-02-2021,7800,Urology,Adult,65+, 0-3 Months,165
28-02-2021,7800,Urology,Adult,65+,15-18 Months,16
28-02-2021,7800,Urology,Adult,65+,18 Months +,1
28-02-2021,7900,Clinical Immunology,Adult,65+, 0-3 Months,11
28-02-2021,7900,Clinical Immunology,Adult,65+, 3-6 Months,1
28-02-2021,8003,Pain Relief,Adult,16-64, 0-3 Months,130
28-02-2021,8003,Pain Relief,Adult,16-64, 3-6 Months,126
28-02-2021,8003,Pain Relief,Adult,16-64, 6-9 Months,111
28-02-2021,8003,Pain Relief,Adult,16-64,12-15 Months,103
28-02-2021,8003,Pain Relief,Adult,16-64,15-18 Months,77
28-02-2021,1503,Gynaecology,Adult,65+, 9-12 Months,10
28-02-2021,1503,Gynaecology,Adult,65+,18 Months +,1
28-02-2021,100,Cardiology,Adult,16-64, 9-12 Months,86
28-02-2021,100,Cardiology,Adult,65+, 3-6 Months,154
28-02-2021,100,Cardiology,Adult,65+,18 Months +,111
28-02-2021,100,Cardiology,Child,0-15, 9-12 Months,7
28-02-2021,100,Cardiology,Child,0-15,18 Months +,12
28-02-2021,300,Dermatology,Adult,16-64, 0-3 Months,98
28-02-2021,300,Dermatology,Adult,16-64, 3-6 Months,74
28-02-2021,300,Dermatology,Adult,16-64, 6-9 Months,77
28-02-2021,300,Dermatology,Adult,16-64,12-15 Months,91
28-02-2021,300,Dermatology,Adult,16-64,15-18 Months,95
28-02-2021,300,Dermatology,Child,0-15, 6-9 Months,13
28-02-2021,300,Dermatology,Child,0-15,15-18 Months,15
28-02-2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,154
28-02-2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,1492
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,57
28-02-2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,41
28-02-2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,54
28-02-2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,67
28-02-2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,53
28-02-2021,600,Otolaryngology (ENT),Child,0-15,15-18 Months,77
28-02-2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,703
28-02-2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,47
28-02-2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,9
28-02-2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,4
28-02-2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,3
28-02-2021,900,Geriatric Medicine,Adult,65+, 9-12 Months,3
28-02-2021,1100,Haematology,Adult,65+, 9-12 Months,10
28-02-2021,1100,Haematology,Adult,65+,18 Months +,33
28-02-2021,1300,Neurology,Adult,65+, 9-12 Months,6
28-02-2021,1300,Neurology,Adult,65+,18 Months +,69
28-02-2021,1503,Gynaecology,Adult,16-64, 0-3 Months,309
28-02-2021,1503,Gynaecology,Adult,16-64,18 Months +,370
28-02-2021,1503,Gynaecology,Adult,65+, 3-6 Months,21
28-02-2021,1503,Gynaecology,Adult,65+, 6-9 Months,10
28-02-2021,1503,Gynaecology,Adult,65+,12-15 Months,13
28-02-2021,1503,Gynaecology,Adult,65+,15-18 Months,11
28-02-2021,1503,Gynaecology,Child,0-15, 0-3 Months,3
28-02-2021,1600,Oncology,Adult,65+, 9-12 Months,1
28-02-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,131
28-02-2021,1800,Orthopaedics,Adult,65+,15-18 Months,117
28-02-2021,1800,Orthopaedics,Child,0-15,18 Months +,8
28-02-2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1
28-02-2021,1900,Paediatrics,Adult,16-64,15-18 Months,1
28-02-2021,1900,Paediatrics,Child,0-15, 9-12 Months,61
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,31
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,45
28-02-2021,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,38
28-02-2021,2003,Maxillo-Facial,Adult,16-64,12-15 Months,44
28-02-2021,2003,Maxillo-Facial,Adult,16-64,15-18 Months,47
28-02-2021,2003,Maxillo-Facial,Child,0-15, 6-9 Months,3
28-02-2021,2003,Maxillo-Facial,Child,0-15,15-18 Months,7
28-02-2021,2300,Nephrology,Adult,65+, 0-3 Months,23
28-02-2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,118
28-02-2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,116
28-02-2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,67
28-02-2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,35
28-02-2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,59
28-02-2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,62
28-02-2021,2400,Respiratory Medicine,Child,0-15,15-18 Months,1
28-02-2021,2600,General Surgery,Adult,16-64,18 Months +,159
28-02-2021,2600,General Surgery,Adult,65+, 0-3 Months,112
28-02-2021,2600,General Surgery,Adult,65+, 3-6 Months,76
28-02-2021,2600,General Surgery,Adult,65+,12-15 Months,46
28-02-2021,2600,General Surgery,Adult,65+,15-18 Months,40
28-02-2021,2600,General Surgery,Child,0-15, 0-3 Months,6
28-02-2021,2600,General Surgery,Child,0-15, 3-6 Months,7
28-02-2021,2600,General Surgery,Child,0-15, 6-9 Months,3
28-02-2021,2600,General Surgery,Child,0-15,12-15 Months,1
28-02-2021,2600,General Surgery,Child,0-15,18 Months +,4
28-02-2021,5000,General Medicine,Adult,16-64, 9-12 Months,60
28-02-2021,5000,General Medicine,Adult,16-64,15-18 Months,97
28-02-2021,5000,General Medicine,Child,0-15, 9-12 Months,1
28-02-2021,7800,Urology,Adult,16-64, 9-12 Months,58
28-02-2021,7800,Urology,Adult,65+,18 Months +,74
28-02-2021,7800,Urology,Adult,65+, 6-9 Months,87
28-02-2021,7800,Urology,Adult,65+, 9-12 Months,73
28-02-2021,8003,Pain Relief,Adult,16-64, 6-9 Months,46
28-02-2021,8003,Pain Relief,Adult,65+,15-18 Months,19
28-02-2021,1800,Orthopaedics,Adult,16-64,15-18 Months,314
28-02-2021,1800,Orthopaedics,Adult,65+, 0-3 Months,190
28-02-2021,1800,Orthopaedics,Adult,65+,18 Months +,624
28-02-2021,1800,Orthopaedics,Child,0-15, 3-6 Months,43
28-02-2021,1800,Orthopaedics,Child,0-15, 6-9 Months,48
28-02-2021,1800,Orthopaedics,Child,0-15,12-15 Months,39
