Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total,
31-05-2018,1100,Haematology,Day Case,Adult,16-64,  6-9 Months,1,
31-05-2018,1100,Haematology,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,1,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,1,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,21,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,12,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,13,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,5,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,4,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,2,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  6-9 Months,6,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  9-12 Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,6,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,4,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,3,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  0-3 Months,63,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  3-6 Months,38,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  6-9 Months,17,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,16-64,  9-12 Months,14,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,16-64, 12-15 Months,2,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,65+,  0-3 Months,33,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,65+,  3-6 Months,8,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,65+,  6-9 Months,7,
31-05-2018,2000,Plastic Surgery,Day Case,Adult,65+,  9-12 Months,4,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  0-3 Months,1,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  3-6 Months,2,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  6-9 Months,2,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,16-64,  9-12 Months,5,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,16-64, 12-15 Months,2,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  3-6 Months,1,
31-05-2018,2000,Plastic Surgery,Inpatient,Adult,65+,  9-12 Months,2,
31-05-2018,2200,Radiology,Day Case,Adult,16-64,  0-3 Months,1,
31-05-2018,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,5,
31-05-2018,2400,Respiratory Medicine,Day Case,Adult,16-64,  3-6 Months,12,
31-05-2018,2400,Respiratory Medicine,Day Case,Adult,16-64,  6-9 Months,4,
31-05-2018,2400,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,2,
31-05-2018,2400,Respiratory Medicine,Day Case,Adult,65+,  3-6 Months,2,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,16-64,  0-3 Months,37,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,16-64,  3-6 Months,40,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,16-64,  6-9 Months,33,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,16-64,  9-12 Months,5,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,65+,  0-3 Months,10,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,65+,  3-6 Months,6,
31-05-2018,2400,Respiratory Medicine,Inpatient,Adult,65+,  6-9 Months,5,
31-05-2018,2600,General Surgery,Day Case,Adult,0-15,  3-6 Months,2,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,163,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,164,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,153,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,75,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,7,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,19,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,13,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,14,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,10,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,11,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,4,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,5,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,1,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64, 12-15 Months,1,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,7,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,1,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,4,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,5,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,1,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,2,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,4,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,10,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,1,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,65+,  9-12 Months,1,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  0-3 Months,85,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,73,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  6-9 Months,27,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  9-12 Months,12,
31-05-2018,7800,Urology,Day Case,Adult,16-64, 12-15 Months,1,
31-05-2018,7800,Urology,Day Case,Adult,65+,  0-3 Months,33,
31-05-2018,7800,Urology,Day Case,Adult,65+,  3-6 Months,29,
31-05-2018,7800,Urology,Day Case,Adult,65+,  6-9 Months,8,
31-05-2018,7800,Urology,Day Case,Adult,65+,  9-12 Months,4,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,6,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,3,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,1,
31-05-2018,7800,Urology,Inpatient,Adult,16-64, 12-15 Months,1,
31-05-2018,7800,Urology,Inpatient,Adult,16-64, 15-18 Months,1,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  0-3 Months,9,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  3-6 Months,3,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  6-9 Months,5,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  9-12 Months,2,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,2,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,1,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,109,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,42,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,13,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,5,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,1700,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,6,
31-05-2018,1700,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,4,
31-05-2018,1700,Ophthalmology,Day Case,Adult,65+,  0-3 Months,33,
31-05-2018,1700,Ophthalmology,Day Case,Adult,65+,  3-6 Months,23,
31-05-2018,1700,Ophthalmology,Day Case,Adult,65+,  6-9 Months,1,
31-05-2018,1800,Orthopaedics,Day Case,Adult,0-15,  0-3 Months,1,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,14,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,3,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,83,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,12,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,16,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,14,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,9,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,2,
31-05-2018,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,1,
31-05-2018,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  0-3 Months,37,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,17,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  6-9 Months,18,
31-05-2018,7800,Urology,Day Case,Adult,65+,  0-3 Months,31,
31-05-2018,7800,Urology,Day Case,Adult,65+,  3-6 Months,9,
31-05-2018,7800,Urology,Day Case,Adult,65+,  6-9 Months,2,
31-05-2018,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,4,
31-05-2018,300,Dermatology,Day Case,Adult,65+,  0-3 Months,3,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,23,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,32,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,5,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,2,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,1,
31-05-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,26,
31-05-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,50,
31-05-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,3,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,2,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,49,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,16,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,9,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,7,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,5,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,99,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,9,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,31,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,4,
31-05-2018,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,17,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1,
31-05-2018,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,18,
31-05-2018,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,10,
31-05-2018,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,3,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  6-9 Months,3,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  9-12 Months,3,
31-05-2018,7800,Urology,Day Case,Adult,65+,  3-6 Months,4,
31-05-2018,7800,Urology,Day Case,Adult,65+,  6-9 Months,4,
31-05-2018,7800,Urology,Day Case,Adult,65+,  9-12 Months,6,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,12,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,5,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,3,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,2,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,1,
31-05-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,5,
31-05-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,4,
31-05-2018,600,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,1,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,19,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,12,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,11,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,8,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,12,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,3,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,1,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,3,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,1,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,3,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,10,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,15,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,7,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,8,
31-05-2018,1100,Haematology,Inpatient,Adult,16-64,  3-6 Months,1,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,83,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,41,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,25,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,6,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,20,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,6,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,2,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,2,
31-05-2018,1800,Orthopaedics,Day Case,Child,0-15,  0-3 Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,1,
31-05-2018,2400,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,1,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,2,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,1,
31-05-2018,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1,
31-05-2018,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,28,
31-05-2018,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,29,
31-05-2018,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,36,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,51,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,23,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,15,
31-05-2018,2600,General Surgery,Inpatient,Adult,16-64,  9-12 Months,5,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,19,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,9,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,10,
31-05-2018,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,2,
31-05-2018,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,1,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  0-3 Months,53,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  3-6 Months,50,
31-05-2018,7800,Urology,Day Case,Adult,16-64,  6-9 Months,17,
31-05-2018,7800,Urology,Day Case,Adult,65+,  0-3 Months,50,
31-05-2018,7800,Urology,Day Case,Adult,65+,  3-6 Months,25,
31-05-2018,7800,Urology,Day Case,Adult,65+,  6-9 Months,7,
31-05-2018,7800,Urology,Day Case,Adult,65+,  9-12 Months,2,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,12,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,6,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,6,
31-05-2018,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,1,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  0-3 Months,11,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  3-6 Months,7,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  6-9 Months,3,
31-05-2018,7800,Urology,Inpatient,Adult,65+,  9-12 Months,1,
31-05-2018,100,Cardiology,Day Case,Adult,16-64,  0-3 Months,125,
31-05-2018,100,Cardiology,Day Case,Adult,16-64,  3-6 Months,50,
31-05-2018,100,Cardiology,Day Case,Adult,16-64,  6-9 Months,17,
31-05-2018,100,Cardiology,Day Case,Adult,65+,  0-3 Months,148,
31-05-2018,100,Cardiology,Day Case,Adult,65+,  3-6 Months,99,
31-05-2018,100,Cardiology,Day Case,Adult,65+,  6-9 Months,25,
31-05-2018,100,Cardiology,Day Case,Adult,65+,  9-12 Months,2,
31-05-2018,300,Dermatology,Day Case,Adult,16-64,  0-3 Months,128,
31-05-2018,300,Dermatology,Day Case,Adult,16-64,  3-6 Months,45,
31-05-2018,300,Dermatology,Day Case,Adult,16-64,  6-9 Months,12,
31-05-2018,300,Dermatology,Day Case,Adult,16-64,  9-12 Months,7,
31-05-2018,300,Dermatology,Day Case,Adult,16-64, 12-15 Months,2,
31-05-2018,300,Dermatology,Day Case,Adult,65+,  0-3 Months,87,
31-05-2018,300,Dermatology,Day Case,Adult,65+,  3-6 Months,36,
31-05-2018,300,Dermatology,Day Case,Adult,65+,  6-9 Months,10,
31-05-2018,300,Dermatology,Day Case,Adult,65+,  9-12 Months,8,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,35,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,18,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,17,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,12,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,8,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,1,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,9,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,2,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,6,
31-05-2018,600,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,1,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,101,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,58,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,62,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,35,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,17,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,11,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,12,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  0-3 Months,16,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  3-6 Months,8,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  6-9 Months,15,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,  9-12 Months,4,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+, 12-15 Months,4,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+, 15-18 Months,2,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Adult,65+,18+ Months,1,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,39,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,16,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,17,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,8,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,6,
31-05-2018,600,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,2,
31-05-2018,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,4,
31-05-2018,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,1,
31-05-2018,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,1,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,16-64,  3-6 Months,1,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,16-64,  6-9 Months,1,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,16-64,  9-12 Months,2,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,65+,  3-6 Months,1,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,65+,  6-9 Months,1,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,65+,  9-12 Months,1,
31-05-2018,700,Gastro-Enterology,Inpatient,Adult,65+, 12-15 Months,1,
31-05-2018,1300,Neurology,Inpatient,Adult,16-64,  0-3 Months,6,
31-05-2018,1300,Neurology,Inpatient,Adult,16-64,  3-6 Months,13,
31-05-2018,1300,Neurology,Inpatient,Adult,16-64,  6-9 Months,3,
31-05-2018,1300,Neurology,Inpatient,Adult,16-64,  9-12 Months,1,
31-05-2018,1300,Neurology,Inpatient,Adult,65+,  0-3 Months,7,
31-05-2018,1400,Neurosurgery,Day Case,Adult,65+,  3-6 Months,1,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64,  0-3 Months,106,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64,  3-6 Months,72,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64,  6-9 Months,52,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64,  9-12 Months,53,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64, 12-15 Months,53,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64, 15-18 Months,50,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,16-64,18+ Months,155,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+,  0-3 Months,23,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+,  3-6 Months,16,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+,  6-9 Months,15,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+,  9-12 Months,19,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+, 12-15 Months,5,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+, 15-18 Months,12,
31-05-2018,1400,Neurosurgery,Inpatient,Adult,65+,18+ Months,49,
31-05-2018,1400,Neurosurgery,Inpatient,Child,0-15,  0-3 Months,3,
31-05-2018,1400,Neurosurgery,Inpatient,Child,0-15,  3-6 Months,1,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,35,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,29,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,46,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,11,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,4,
31-05-2018,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,2,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,9,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,4,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,3,
31-05-2018,1503,Gynaecology,Day Case,Adult,65+,  9-12 Months,2,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,21,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,15,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,17,
31-05-2018,1503,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,16,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,8,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  3-6 Months,3,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  6-9 Months,6,
31-05-2018,1503,Gynaecology,Inpatient,Adult,65+,  9-12 Months,4,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,24,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,11,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,22,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,20,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,23,
31-05-2018,1800,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,8,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  0-3 Months,7,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  3-6 Months,2,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+,  9-12 Months,8,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+, 12-15 Months,1,
31-05-2018,1800,Orthopaedics,Day Case,Adult,65+, 15-18 Months,2,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,11,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,5,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,6,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,5,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,5,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64, 15-18 Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,16-64,18+ Months,1,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,17,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,8,
31-05-2018,1800,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,8,
